"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"255";"pisan-dub-ba sze gesz-e3-a GAN2-gu4 apin-la2 u3 nig2-ka9-ak";"basketoftablets  barley threshed of the oxenfields plough maintenance and accounts";"basketoftablets barley of the oxen@@ fields barley of the ploughs";"11.868405"
"256";"sze-bi 1(gesz2) 3(u) 7(asz) 2(barig) gur";"its barley 97 gur 2 barig";"its barley 61 gur 1 barig field latur ure@@ ma the plowman";"8.054496"
"257";"si-i3-tum nig2-ka9-ak-a hu-bi2-dam dam-gar3 in-da-gal2";"remainder of the account  against ubidam the trade agent  exists";"deficit 64 less 2 workdays female laborers";"2.139090"
"258";"szunigin 1(disz) {ansze}kunga2-nita2 gesz mu-kux(DU) {d}szara2";"total 1 male mule for the yoke  delivery for ara";"total 1 lamb for enlil and ninlil 1 lamb for enlil";"8.913766"
"259";"kiszib3 ur-{d}nun-gal 4(gesz2) 3(u) 5(asz) 9(disz) sila3 gur";"under seal of urnungal  275 gur 9 sila3";"under seal of urnungal 275 gur 9 sila3 under seal of lugalkuzu the messenger";"51.424016"
"260";"1(disz) tug2 bar-dul5 saga 3(disz) tug2 bar-dul5 gu2-tar";"1 garment outercover good quality  3 units of outercover";"1 garment eani 1 garment inimara";"9.846052"
"261";"($ blank space $) 4(disz) u4 2(u)-kam";"subtotal 4  2th day";"18 loaves of bread and 1 mud vessel of beer and 1 mud vessel of beer";"1.222797"
"262";"szunigin 1(u) 6(asz) 4(barig) x x x x gur";"total 16  gur 4 barig";"total 11 gur of barley barley allotments from the field month kisiki of ninazu";"3.377156"
"263";"ARAD2 ka-guru7 mu us2-sa e2 puzur4-da-gan ba-du3";"of arad the silo manager  year following the house of puzridagan was built";"the chief boatbuilder dry bitumen dry bitumen";"2.786973"
"264";"kun-zi-da dub-la2-{d}utu gub-ba 2(u) gurusz u4 1(disz)-sze3";"at the reservoir of dublautu stationed  2 male laborer workdays";"are the debits therefrom 13 shekels urenki";"4.278179"
"265";"1(disz) udu niga {d}nun-x x ki USZ sagi-ta";"1 sheep grainfed for nun from usz the cupbearer";"1 sheep barleyfed for the dais of an 2 sheep barleyfed of 3rd grade";"6.754313"
"266";"5(gesz2) gurusz u4 1(disz)-sze3 zar3 tab-ba ki-su7 gub-ba";"3 male laborer workdays  sheaves piled up at the threshing floor stationed";"15 male laborers the labor of 1 day rushes 3 bales each";"4.456883"
"267";"u4 7(disz)-kam ki ur-mes-ta iti pa4-u2-e";"on the 7th day from urmes month paue";"at the long field and land of agugu";"5.522398"
"268";"ki ur-{d}nin-tu-ta kiszib3 lu2-{d}nin-szubur mu sza-asz-szu2-ru-um{ki} a-ra2 2(disz)-kam ba-hul";"from urnintu  sealed tablet of luninubur  year arum was destroyed for the second time";"from month amarayasi year s@@ as@@ rum was destroyed to month amarayasi year the highpriestess of nanna was named";"5.328642"
"269";"igi-3(disz)-gal2-ta iti munu4-gu7-ta iti ezem-{d}szul-gi-sze3 7(disz) gin2";"at 13 shekel each  from month malt feast  to month festival of ulgi 7 shekels";"13 leather sto@@ ppers the mouths of jugs of fine baba flour to bind from akalla";"3.458592"
"270";"ku3-bi 1(disz) ma-na ki ur-{d}szul-pa-e3-ta 3(u) sze gur";"its silver 1 mana  from urulpae  3 gur barley";"its silver 1 mana from the grain depot of tulta whose ad-kup4";"31.702331"
"271";"1(barig) 3(ban2) szu-esz18-dar 1(barig) 3(ban2) lu2-giri17-zal";"1 barig 3 ban2 uedar  1 barig 3 ban2 lugirizal";"1 barig 3 ban2 sila3 royal flour to uitar 5 sila3 barley 1ban2 2 sila3";"16.451929"
"272";"3(disz) x {d}x-x 4(disz) udu {d}nin-hur-sag";"3  for   4 sheep for ninursag";"3 for urni@@ ra 21 for su@@ bappi@@ ra 1@@ 36 for lu@@ gala";"6.285596"
"273";"1(u) la2 1(disz) udu u4 2(u) 8(disz)-kam";"9 rams  28th day";"1 less 1 oxen grainfed fine quality 74 oxen grainfed 2nd quality 15 heifers 2 years old grainfed";"1.073846"
"274";"mu si-mu-ru-um{ki} lu-lu-bu u3 mu ur-bi2-lum{ki}";"year simurum lulubu  and the year urbilum";"year simurum lulubu for the 9th time were destroyed";"19.070828"
"275";"3(u) 8(asz) ziz2 gur 3(u) 3(asz) 4(ban2) gig gur";"38 gur emmer  33 gur 4 ban wheat";"35 gur emmer 16 gur 1 barig 5 ban2 wheat";"9.980099"
"276";"mu {d}szu-{d}suen lugal-e na-ru2-a-mah {d}en-lil2 {d}nin-lil2-ra mu-ne-du3";"year usuen the king erected greatstele for enlil and ninlil";"year usuen the king the boat ibexof@@ ap@@ s of enki fashioned";"21.200627"
"277";"siskur2 ga gu7-sze3 giri3 a-kal-la lu2-inim-ma";"offering for milkfeeding  via akalla man of testimony";"in order with his life to escape";"2.846513"
"278";"u4 3(disz)-kam ki na-lu5 iti masz-da3-gu7";"3rd day  from nalu  month gazelle feast";"3th day from abbasaga intaea";"14.320952"
"279";"GAN2 lu2-{d}szara2 ($ blank space $) 1(u) 4(disz) geme2 u4 1(disz)-sze3 a-sza3 gibil a-sza3 gu4-suhub2 u3 u2-du-lu2-saga";"land of luara   14 workdays at the new field the oxenboot and udulusaga fields";"the field um@@ pu@@ pu the field elu@@ a the field ki@@ ma@@ ri the field ki@@ a-ka its plow";"2.519759"
"280";"ki ... 2(u) 1(disz) erin2 u4 n-sze3";"from  21 labortroops for n days";"from the bala returned total 36 booked out";"5.522398"
"281";"6(disz) udu 4(disz) u8 5(disz) ud5";"6 sheep 4 ewes 5 nanny goats";"6 sheep grainfed 56 sila3 barley each";"13.134549"
"282";"2(u) gurusz 5(ban2)-ta 4(u) 2(disz) gurusz 4(ban2)-ta";"2 male workers 5 ban2  5 sila3 each  42 male workers 4 ban2  4 sila3 each";"2 male workers 5 ban2 5 sila3 each 42 male workers 4 ban2 4 sila3 each at guabba";"87.818798"
"283";"tir a-du10-ga-nigin i3-dab5 1(asz) GAN2 a-bu-du10";"the aduganiginwoods took in charge  1 acworker field abuab";"the woods of its giguna were by him the woods of its giguna were by him";"2.445594"
"284";"lugal-a-ni-sa6 3(disz) sila3 kasz 2(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for lugalanisa  3 sila3 beer 2 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"4th kirugu bit@@ terly father enki uttered a lament for himself bit@@ terly father enki uttered a lament for himself";"1.914603"
"285";"ur-{gesz}gigir-ke4 su-su-dam mu us2-sa si-ma-num2{ki} ba-hul";"by urgigir  are to be repaid  year following simanum was destroyed";"for ur@@ dari 3 sila3 beer 2 sila3 bread 5 shekels onions";"1.693249"
"286";"sze-bi 3(u) 3(asz) 1(barig) gur a-sza3 a-ki-szah2";"its barley 33 gur 1 barig  field akia";"its barley 31 gur field bordering on prince";"13.134549"
"287";"gi-ra-num2-sze3 ur-{d}li9-si4 maszkim 1(ban2) zi3 sig15";"for the wailing ceremony  urlisa enforcer  1 ban2 groats";"45 prisoners 45 prisoners 1 ni@@ bum";"4.935158"
"288";"guru7 a-pi4-sal4{ki}-sze3 sze zi-ga u3 sze mu-sza zi-ga";"to the silo of apisal barley winnowed and muagrain winnowed";"to the silo of apisal moved 24 female laborer days stationed at the weir of new canal";"21.409093"
"289";"1(disz) masz2-gal niga bu-du-ur2 lu2 ur-szu";"1 barleyfed largegoat  from  man of uru";"1 buck barleyfed 16@@ 3 sheep";"8.170610"
"290";"a2-bi u4 4(u) 5(disz) 3(gesz2) 3(u) 6(disz) sar nig2-gul 1(u) 2(disz) sar-ta";"its labor 4u 5disz days  216 sar of pickaxing at 12 sar a day";"its labor 35 56 days 9 gur 3 barig 2 ban2 5 12 sila3 spelt its labor 145 12 days";"4.553719"
"291";"sa gu4 3(disz)-kam 1(disz) kun gu4";"tendon of 3 oxen  1 tail of ox";"tendon of 3 oxen 1 tails of oxen";"54.108227"
"292";"1(disz) udu u2 a tu5-a {d}nin-e11-e";"1 sheep grassfed cleansing of ninee";"1 sheep grassfed cleansing of nindalagash";"75.983569"
"293";"lugal-nig2-lagar-e dub-sar dumu da-da";"lugalniglagare  scribe  son of dada";"lugalniglagare scribe son of ure@@ kuga";"50.813275"
"294";"pisan-dub-ba dub gid2-da na-ba-sa6 simug";"basketoftablets  longtablets  nabasa the smith";"basketoftablets longtablets of the silo of t@@ res@@ hing";"10.552670"
"295";"dug-3(ban2)-bi 2(disz)-am3 2(barig) 1(ban2) 3(disz) 2/3(disz) sila3 i3-gesz";"its vessels of 3 ban2 2  2 barig 1 ban2 3 23 sila3 sesame oil";"storeroom of nibru the city of nibru the city to nagsu u@@ gan@@ pots of oil brought and carried off to the palace";"1.958225"
"296";"ki na-ra-am-i3-li2-ta mu-kux(DU) {d}szul-gi-mi-szar";"from naramil  delivery  ulgimiar";"from naramil did urnigar receive";"21.364350"
"297";"3(ban2) geme2-lugal dumu na-na-a 1(ban2) 5(disz) lu2-{d}nin-ur4-ra dumu-ni";"3 ban2 gemelugal child of nanaa  1 ban2 5 sila3 luninura her child";"3 ban2 emmer for i@@ ni the wife of gani dedicated this";"6.896242"
"298";"2(disz) masz2-gal 1(disz) sila4 ga ba-usz2";"2 billy goats  1 suckling lamb  slaughtered";"2 billy goats fullgrown grainfed 2 female kids grainfed";"17.747405"
"299";"5(ban2) 8(disz) sila3 dabin u4 8(disz)-kam";"5 ban2 8 sila3 of dabinflour  8th day";"5 ban2 8 sila3 pounded flour cut out of regular offerings bala of erra@@ gar";"17.395797"
"300";"mu gu-za ku3 {d}en-lil2-la2 ba-dim2";"year the silver chair of enlil was fashioned";"year the throne of enlil was fashioned";"42.383656"
"301";"e2-muhaldim-sze3 u4 4(disz)-kam ki ab-ba-sa6-ga-ta ba-zi";"for the kitchen  4th day  from abbasagas account booked out";"12th day from tramdagan ulgiirimu";"7.859505"
"302";"giri3 ur-{d}ba-ba6 dub-sar iti ezem-an-na mu en eridu{ki} ba-hun";"via urbaba the scribe  month festival of an  year the enpriestess of eridu was hired";"via festival of an year the boat of enki was caulked";"27.429554"
"303";"lugal an-ub-da limmu2-ba na-silim dumu ur-...";"king of the four corners nasilim son of ur";"king of the four corners nasilim son of ur";"100.000000"
"304";"lugal an-ub-da limmu2-ba puzur4-{d}li9-si4 dub-sar";"king of the four corners puzurlisi scribe";"king of the four corners puzur@@ lisi scribe";"54.108227"
"305";"2(ban2) numun za3-hi-li 2(barig) 6(disz) sila3 ku-mul";"2 ban2 of cress seed  and 2 barig 6 sila3 kumul spice";"2 ban2 roasted barley 3 e@@ ban of fish split 2 sides a@@ dar@@ tun fish";"5.816635"
"306";"tir gar-su4-da i3-dab5 1(asz) GAN2 lugal-da-ga";"the garsudawoods took in charge  1 acworker field lugaldaga";"the warri@@ ora@@ rm the warri@@ ora@@ rm his bow tw@@ an@@ ging like a forest of mes trees";"2.024446"
"307";"1(disz) x x {d}suen 1(u) 4(disz) udu 4(disz) masz2 x x";"1  suen  14 sheep 4 goats";"1 may the king the faithful provider live 1 may the king the faithful provider live";"2.445594"
"308";"1(disz) masz2 ga u3-tu-da u4 3(u) la2 1(disz)-kam";"1 suckling kid  newborns  it is on the 29th day of the month";"1 female kids barleyfed 4th grade 2 female kids barleyfed 1 un@@ weaned kid";"3.377156"
"309";"si gu4 2(disz)-kam mu-kux(DU) lugal-szu-nir-re unu3";"horn or 2 oxen  delivery  lugalunire cowherd";"horn of 2 oxen delivery eani cowherd";"27.776190"
"310";"x-lu2-x-x 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2";"for   3 sila3 beer 2 sila3 ninda 2 bundles onions";"for abba@@ abba total 4 ban2 less 1 sila3 beer 3 ban2 6 sila3 bread 12 bundles onions";"6.986768"
"311";"a-sza3 GAN2-mah giri3 da-a-ga zar3 tab-ba szu ur3-ra";"at the field ganma  under seal of daaga  sheaves piled up leveled";"the field ki@@ ma@@ ri the field du@@ ari the field du@@ ari";"6.178111"
"312";"5(disz) gurusz u4 2(disz)-sze3 umma{ki}-ta kam-sal4-la{ki}-sze3 ma2 gid2-da ma2 diri-ga";"5 male laborers for 2 days  from umma to kamsala barge punted barge floated";"5 male laborers for 2 days from umma to royal waterway barge punted barge floated";"72.415773"
"313";"2(u) la2 3(disz) tug2 guz-za du";"2 less 3 garments guzzaf regular quality";"2 less 3 garments guzza@@ f regular quality one garment sof@@ t 4 garments of";"19.564751"
"314";"1(disz) kasz dida 6(disz) gin2 i3";"1 pot of dida beer 6 shekels of oil";"1 pot sweet wort 1 ban2 semolina 23 sila3 sesame seed oil";"7.495553"
"315";"1(gesz2) 5(u) 5(disz) geme2 u4 1(disz)-sze3 kab2-ku5 {d}nin-a-zu";"115 workdays at the reservoir of ninazu";"1 workdays male laborers stationed in the house of consignments property of urlisi";"4.065425"
"316";"ki lu2-kal-la-ta kiszib3 lu2-me-lam2 giri3 amar-szuba3";"from lukalla  under seal of lumelam  via amaruba";"from gu@@ naya did ya@@ dii@@ il receive";"5.522398"
"317";"dumu geme2-{d}li9-si4 3(disz) masz-tur 3(disz) geme2-{d}nin-mar{ki}";"daughter of gemelisi  3 mana wool for matur  and 3 for geme2ninmar";"dead geme from the month nesag offering month 4 on dead geme@@ ninurta";"1.544528"
"318";"sza3-gal udu niga sa2-du11 ki ur-e2-mah-ta";"fodder of fattened sheep regular offering  from urema";"fodder for the artisans from lukalla did luningirsu";"6.567275"
"319";"lugal an-ub-da limmu2-ba ba-ba-ra ... dumu lu2-{d}x-KA";"king of the four corners babara  son of lu";"king of the four corners nara@@ mu son of guza@@ la";"40.352786"
"320";"4(gesz2) sar gi zex(SIG7)-a 2(u) sar-ta";"24 sar reeds uprooted at 2 sar a day";"4 sar hoed at 1 sar per day";"6.892168"
"321";"1(disz) gu4 ba-usz2 giri3 {d}na-ru2-a-e3 iti szu-numun";"1 ox slaughtered  via naruae  month sowing";"1 ox slaughtered the 9th day";"25.575391"
"322";"szu-{d}inanna 3(disz) sila3 kasz 2(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for inanna  3 sila3 beer 2 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"sn the beloved of enlil the king whom enlil";"0.980031"
"323";"mu dumu-munus lugal-sze3 lugal an-sza-... 1(szargal){gal} 1(szar'u) 1(szar2) 1(bur3) GAN2";"year the king of anshan married the kings daughter ulgi 3 4261 bur3 field surface";"year su@@ suen the king";"3.199805"
"324";"mur-gu4 5/6(disz)-bi 1(u) 6(asz) 3(barig) 4(ban2) 7(disz) sila3 5(disz) gin2 gur";"their fodder at 56 that of seed grain 16 gur 3 barig 4 ban2 7 sila3 5 shekels";"34 gur 5 ban2 its sealed tablets 2 under seal of kuda the superintendent";"3.018037"
"325";"2(ban2) naga si-e3 kiszib3 ur-... 1(barig) naga si-e3 ku3-bi 1(u) 2(disz) sze";"2 ban2 of horned alkaliplant  under seal of ur  1 barig horned alkaliplant their silver 12 grains";"2 barig horned alkaliplant its silver 18 grains nigdaboffering of the royal crown with lugaldubla";"10.581144"
"326";"2(u) 1(disz) udu-nita2 1(u) sila4 ga";"21 rams 1 suckling male lambs";"2 gur 1 barig 3 ban2 fodder of the calves";"4.196115"
"327";"1(disz) gudu4 {d}mes-lam-ta-e3-a szunigin 3(gesz2) 8(disz) gurusz gub-ba";"1 gudupriest of meslamtaea  total 188 workers on hand";"1 ara@@ gegigal 1 ninura 1 silver harp ninura";"4.767707"
"328";"lu2-dingir-ra i3-dab5 iti ezem-me-ki-gal2";"ludingira  accepted  month festival of mekigal";"ludingira accepted month festival of ninazu";"75.983569"
"329";"mu hu-uh2-nu-ri{ki} ba-hul 4(disz)";"year unuri was destroyed  total 4";"year unuri was destroyed total 4";"100.000000"
"330";"mu-kux(DU) {d}nanna-ki-ag2 szabra lugal-inim-gi-na sukkal maszkim";"delivery of nannakiag chief household manager  lugalinimgina messenger was enforcer";"delivery of the priest of inanna delivery of the priest of inanna";"6.772997"
"331";"ur-nigar{gar} ka-guru7 1(disz) sila4 zi2-na-na 1(disz) {munus}asz2-gar3 nu-ur2-i3-li2 nu-banda3";"urnigar silo manager  1 lamb zinana  1 female kid nril the captain";"urnigar has received under seal of atu";"3.214955"
"332";"sze-bi 1(u) 5(asz) 4(barig) gur a-sza3 du6-{d}ur3-bar-tab";"its barley 15 gur 4 barig  field hillockofurbartab";"its barley 41 gur 1 barig field flash kima house of enlil";"10.127993"
"333";"6(disz) gurusz u4 5(disz)-sze3 zi3 ma2-a si-ga";"6 workmen for 5 days  flour loaded in the barge";"6 female laborers halflabor 3 ban2 monthly rations each month sowing";"3.747777"
"334";"szu ba-ti giri3 ARAD2 ka-guru7 iti ezem-{d}szul-gi";"received  via arad the chief granary officer  month festival of ulgi";"receive via niggur in the bala";"4.194931"
"335";"1(u) 2(disz) u8 4(gesz2) 2(u) 1(disz) masz2";"12 ewes 261 buck goats";"1 gur 2 barig its sealed tablets 2 under seal of angu";"1.693249"
"336";"1(disz) udu gir-ru-um niga 2(disz) udu eme-gi-ra nita2";"1 kirrum sheep grainfed 2 emegi rams";"1 sheep amare@@ gal 1 sheep amare@@ gal sheep";"5.669791"
"337";"geme2-{d}suen dam szul-gi lugal uri5{ki}-ma";"amatsn  wife of ulgi  king of ur";"geme@@ ningal son of ba@@ gina";"6.870636"
"338";"6(asz) 2(ban2) gur he2-dab5 {gesz}tukul-e dab5-ba";"6 gur 2 ban2 for the captives seized by the weapons";"and 6 gur urbaba the household manager of ningirsu in total 64 gur 4 barig 2 ban2";"6.839596"
"339";"a-sza3 la2-tur lugal-ma2-gur8-re engar 1(bur3) 2(esze3) 1(iku) GAN2 1(u)-ta";"field latur  lugalmagure the plowman  1 bur3 2 ee3 1 iku surface area 1 each";"field latur 1 bur3 2 ee3 14 iku surface area at 1 less 1 each";"29.615165"
"340";"1(disz) udu la2-ia3 a-la-mu ($ blank space $) 1(u) 3(disz)";"1 sheep deficit of alamu  total 13";"1 sheep the deficit 1 of barley account of the bala";"8.913766"
"341";"a. 1(disz) 1/2(disz) ninda la2 1(disz) szu-du3-a gid2";"1 12 ninda less 1 fist 13 cubit the length";"a period of 12 months are here year the amorite wall was erected";"3.673527"
"342";"sag-nig2-gur11-ra-kam sza3-bi-ta 4(u) 7(disz) gurusz u4 1(disz)-sze3";"are the debits therefrom  47 workdays male laborers";"the debit therefrom 4 barig 1 ban2 4 12 sila3 of eabitumen";"4.027248"
"343";"5(ban2) 8(disz) sila3 zi3 gazx(KUM) sa2-du11 ku5-da";"5 ban2 8 sila3 pounded flour  cut out of regular offerings";"5 ban2 8 sila3 pounded flour cut out of regular offerings bala of erra@@ gar";"70.120551"
"344";"a2-bi u4 3(u) 7(disz) 1/3(disz)-kam kiszib3 lu2-dingir-ra";"its labor 37 13 days  sealed tablet of ludingira";"its labor 3 days 19@@ 11 sar of hoeing at 6 sar a day";"6.754313"
"345";"lugal an-ub-da limmu2-ba {d}szul-gi-sipa-kalam-ma ra2-gaba";"king of the four corners ulgisipakalama rider";"king of the four corners is your servant is your servant";"35.084397"
"346";"ki in-ta-e3-a-ta 5(disz) udu ki na-lu5-ta";"from intaea  5 sheep from nalu";"from intaea from month gazellefeast to extra month festivalofmekigal the following one";"7.495553"
"347";"3(disz) ud5 niga 7(gesz2) 3(u) 1(disz) udu";"3 grainfed doe goats 451 sheep";"3 grainfed doe goats 14@@ 42 sheep 21 ewes";"31.559845"
"348";"4(bur3) 1(iku) 1/4(iku) GAN2 1(u)-ta sze-bi 4(u) 2(asz) 4(barig) gur";"4 bur3 1 14 iku surface area at 1 each  its barley 42 gur 4 barig";"4 bur3 1 iku 12 iku field area 1 les 4 iku field area 1 barig 3 ban2";"10.216199"
"349";"lu2-kal-la dub-sar dumu ur-nigar{gar} szusz3";"lukalla  scribe  son of urnigar cattle manager";"lukalla scribe son of uree cattle manager";"48.892302"
"350";"na-sa6 i3-dab5 iti ezem-{d}nin-a-zu mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul";"nasa accepted  month festival of ninazu  year simurum and lulubu for the 9th time were destroyed";"nasa accepted month festival of ninazu year usuen king of ur the house of ara in umma erected";"33.813073"
"351";"pisan-dub-ba dab5-ba udu gukkal-me mu ha-ar-szi{ki} ba-hul-ta";"basketoftablets  seized fattailed sheep  from the year hari was destroyed";"basketoftablets done app@@ rai@@ sal@@ s of dates grapes";"4.266332"
"352";"ki-su7 du6-gub3-temen-na-ta iti diri mu {d}szu-{d}suen lugal-e na-ru2-a-mah mu-du3";"from the threshing floor dugubtemena  month extra  year usuen the king greatstele erected";"from threshing floor of outer quay dugubtemen to umma 58 female laborer days from umma bread carried";"5.061867"
"353";"4(barig) 3(ban2) 2(disz) sila3 lu2-gi-na 1(u) 3(asz) 5(ban2) sze gur lugal";"4 barig 3 ban2 2 sila3 lugina  13 gur 5 ban2 barley royal measure";"4 barig 3 ban2 2 sila3 of various years 3 barig 1 ban2 8 sila3 of barley";"30.277029"
"354";"8(asz) gur szuku ha-ba-lu5 ugula e2-gal-e-si";"8 gur prebend of habalu  foreman egalesi";"8 gur barley royal measure to the household of igalim";"9.287529"
"355";"a2 u4-du8-a geme2 ba-usz2-a sag-nig2-gur11-ra-kam sza3-bi-ta";"labor of the free days of the deceased female laborer  it is the debit  therefrom";"labor of the worktroop 272 workdays";"6.741600"
"356";"ur-e2-mah engar 1(u) 5(asz) gur ur-{d}szul-pa-e3";"urema the plowman  15 gur urulpae";"ur-e2-mah engar biggovernor urlamma son of urbaba";"3.283637"
"357";"szu-gid2 iti u4 2(u) 1(disz) ba-zal";"for exstispicy  of the month the 21st day passed";"ugid offerings for the kitchen 21st day from abbasagas account booked out";"8.054496"
"358";"{d}utu-ma-an-szum2 5(disz) sila3 kasz 5(disz) sila3 ninda 2(disz) sa szum2";"for utumanum  5 sila3 beer 5 sila3 bread 2 bundles onions";"he shall pay if through a fistfight one man the skull of another man";"1.419919"
"359";"1(bur3) GAN2 1(u) 2(disz)-ta sze-bi 1(u) gur";"1 bur3 surface area at 12 each  its barley 1 gur";"1 bur3 surface area at 12 each its barley 1 gur field flash";"82.423675"
"360";"4(disz) erin2 2(ban2)-ta u4 2(u)-sze3 sze-bi 1(u) 3(barig) 2(ban2) gur";"4 labortroops at 2 ban2 each for 2 days its barley 1 gur 3 barig 2 ban2";"4 labortroops for 2 days having sat out of bala barley not received the overseer luningirsu";"11.255028"
"361";"2(gesz2) 1(u) 4(asz) gur ku3-bi 2(disz) 1/2(disz) ma-na 7(disz) 1/2(disz) gin2";"134 gur  its silver 2 12 mana 7 12 shekels";"2 male laborer workdays from the endudu to the quay reed transported 31 male laborer workdays";"2.445594"
"362";"1(disz) ur-sukkal dumu-ni tir zabala3{ki} i3-dab5";"1 diworker ursukkal his son  the zabalawoods took in charge";"1 ursukkal from the frontier 1 ludingira";"5.630401"
"363";"1(disz) ur-{d}szul-pa-e3 szu ba-ti-esz2 iti bara2-za3-gar";"and 1 ursulpae  receive  month barazagar";"1 workman porter urdumuzi son of arad@@ 2x from arad2 foreman";"3.747777"
"364";"1(disz) az u4 1(u) 4(disz)-kam ki ab-ba-sa6-ga-ta";"1 bear  14th day  from abbasaga";"1 bear cub from ursuen the kings son delivery";"10.552670"
"365";"3(u) sze gur a2-bi 1(gesz'u) 5(gesz2) u4 1(disz)-sze3";"3 gur barley  the labor 9 workdays";"3 gur barley rations uruzi@@ andul 3 aradmu 2 sheep grainfed 1 lamb for the uzgahouse";"9.782376"
"366";"1(u) 9(disz) gin2 ku3-babbar im 5(disz)-kam";"19 shekels silver 5th tablet";"19 female sh@@ ear@@ lings 9@@ 76 rams";"5.522398"
"367";"mu us2-sa an-sza-an{ki} ba-hul mu {d}nanna kar-zi-da a-ra2 2(disz)";"year following ansan was destoyed  year nanna in karzida for the 2nd time";"year following anan was destroyed year nanna of karzida a 2nd time into the house was brought year the wall of the land was built";"5.774216"
"368";"1(gesz2) 4(u) 8(disz) gurusz u4 1(disz)-sze3";"18 workdays male laborers";"1 male grainfed cer@@ vi@@ d i@@ cer@@ vi@@ d";"4.196115"
"369";"1/2(disz) {gesz}guzza-ni an-za-gar3 ur-{d}dumu-zi-da 1/2(disz) lugal-ku3-zu";"12 workman guzzani  at the tower of urdumuzida  12 workman lugalkuzu";"12 workman 1 workman porter ealubi 1 workman porter hegina 1 workman porter lugirizal";"6.285596"
"370";"sze-bi 1(u) gur a-sza3 du6-{d}ur3-bar-tab 2(esze3) 5(iku) 1/2(iku) GAN2 1(u)-ta";"its barley 1 gur  field hillockofurbartab  2 ee3 5 12 iku surface area at 1 each";"its barley 1 gur field poplarplanted 1 ee3 3 14 iku surface area 1 each";"34.642262"
"371";"erin2 bala-gub-ba kiszib3 ur-{d}nansze dumu e2-ab-sza3-ga";"for the worktroops performing the corve duty on the sealed tablet of urnane son of eabaga";"hired labortroops having sat out of bala its barley 17 gur 2 ban2";"2.452471"
"372";"da-a-ni 2(ban2) kasz 2(ban2) ninda 2(disz) sa szum2";"for dayyn  2 ban2 beer 2 ban2 bread 2 bundles onions";"for in@@ han 3 sila3 beer 2 sila3 bread 2 bundles onions";"26.202510"
"373";"6(gesz2) 1(u) sa gi-zi gu-nigin2-ba 5(disz) sa-ta";"37 bundles fodderreed  their bales at 5 bundles each";"6 breads 23 jar of beer at 5 ban2 for adda son of i@@ la 3 breads 13 jar of beer at 5 ban2 for al@@ mu";"2.775639"
"374";"sza3-bi-ta 1(disz) ma-na ku3-babbar kiszib3 lu2-kal-la ki ur-sila-luh mu-kux(DU)";"therefrom  1 mina silver  under seal of lukalla delivered from ursilaluh";"therefrom 1 mana 6 shekels silver delivery";"8.208612"
"375";"e2 {d}szu-{d}suen na-ba-sa6 e2-kas4 an-za-gar3";"house of usuen  nabasa  waystation of the tower";"the of the army the of the army the of the army";"7.495553"
"376";"1(disz) ... {d}nin-hur-sag 1(disz) ... {d}nusku";"1  for ninursag  1  for nusku";"1 for ninursag 1 for nusku 1 for ninurta";"58.739491"
"377";"lugal an-ub-da limmu2-ba da-x-x-za-ti-da dub-sar";"king of the four corners dazitida scribe";"king of the four corners lu@@ igalim scribe";"54.108227"
"378";"1(disz) gu4 1(u) 6(disz) udu";"total 1 ox 16 small cattle";"1 ox 1 ox 1 ewes";"16.233396"
"379";"pisan-dub-ba udu gukkal gub-ba zu2-si-ka ku4-ra";"basketoftablets  sheep fattailed sheep stationed  of ivory sent in";"basketoftablets sheep fattailed sheep stationed abisimti";"46.086364"
"380";"1(disz) masz2-gal 1(disz) masz2 {d}szul-gi-ha-ma-ti 1(disz) x ...-gal2";"1 fullgrown male goat 1 male goat  ulgiamati  1";"1 buck 1 nanny goat 1 male mountain goat";"21.105341"
"381";"2(disz) masz2 szu-gid2 e2 muhaldim-sze3 1(disz) dusu2-munus ba-usz2 mu ur-ra-sze3";"2 goats as provisions for the kitchen  1 female equid slaughtered for the dogs";"2 billy goats 7th day from abbasaga";"2.873083"
"382";"a2-bi 2(disz) gin2-ta ur-{d}da-mu ugula su-su-dam";"the labor 2 shekels  to urdamu  the foreman to be replaced";"per n shekels per n shekels he shall pay him";"3.796802"
"383";"2(ban2) zi3 gu2-gal ku3-bi 2(u) 4(disz) sze";"2 ban2 of chickpea flour  its silver 24 grains";"2 barig of groats its labor 16@@ 26 food of the worktroops";"4.456883"
"384";"ama ki-ag2-ga2-ni ARAD2-da-ni-ir in-na-ba";"his suens beloved mother his servant he gifted this seal";"the mother of ur curse him and his seed";"5.073552"
"385";"2(disz) kusz szu-dulx(|URxA|) amar 2(disz) ad7 gu4";"2 hides of calves yokes  2 carcasses of oxen";"2 hides of oxen yokes tendon of 2 oxen";"24.274589"
