"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"First machine translated sentence bleu score"
"246";"1/3(disz) ma-na 1(disz) gin2 ku3-babbar a-ra2 1(disz)-kam";"13 mana 1 shekel silver  the first time";"12 13 minas of copper weight of 114 old sick@@ les";"3.747777"
"247";"ARAD2-mu maszkim u4 2(u) 9(disz)-kam ki du11-ga-ta ba-zi";"ARADmu responsible official  the 29th day booked out from Dugas account";"ARADmu was the administrator 18th day from Abbas@@ ag@@ as account lifted";"5.063997"
"248";"lu2-du10-ga 5(disz) kasz 5(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Luduga  5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"for Luduga 5 sila3 beer 5 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"100.000000"
"249";"ga2-nun mar-sa du3-a ugula a-da-lal3 mu hu-uh2-nu-ri{ki} ba-hul";"storage facility of marsa erected  foreman Adalal  year unuri was destroyed";"storehouse in the temple storehouse in the temple royal house";"1.898401"
"250";"lugal an-ub-da limmu2-ba i3-li2-mi-di3 sal-hu-ba";"king of the four corners Ilmidi s";"king of the four corners Ma@@ um cour@@ rier is your servant";"31.702331"
"251";"giri3 lugal-inim-gi-na ur-{d}isztaran unu3 1(disz) kusz szu-dulx(|URxA|) gu4";"via Lugalinimgina  UrItaran cowherd  1 hide of ox yoke";"via Lugalinimgina and szara2 u3 cowher@@ d 4 hides of oxen tanned";"7.495553"
"252";"nig2-ka9-ak ka-la2-a ulu3-di dumu ha-ba-an-zi-zi mu us2-sa e2 puzur4-isz-{d}da-gan ba-du3";"account of KAlaa  Uludi son of abanzizi  year after The house PuzrisDagan was erected";"account of sal@@ t@@ su@@ mac in Apisal via Lu@@ Haya";"5.706368"
"253";"giri3-se3-ga e2-usz-bar-me 2(disz) lu2 azlag2 ...";"They are personnel of the house of the weavers  2 fullers";"Their barley 81 gur 2 barig 5 ban2 5 sila3";"3.796802"
"254";"nigin-ba 2(u) 6(disz) masz-da3 nigin-ba 5(disz) az";"grand total 26 gazelles  grand total 5 bears";"grand total 5 ar@@ 2 39 bur3 1 iku surface area grand total its barley 1 silo 266 gur 4 barig 4 ban2 5 sila3 grain thres@@ hed";"6.250382"
"255";"pisan-dub-ba sze gesz-e3-a GAN2-gu4 apin-la2 u3 nig2-ka9-ak";"Basketoftablets  barley threshed of the oxenfields plough maintenance and accounts";"Basketoftablets thres@@ hed barley of the ox@@ en@@ field a into the palace household to be brought";"5.439331"
"256";"sze-bi 1(gesz2) 3(u) 7(asz) 2(barig) gur";"its barley 97 gur 2 barig";"its barley 61 gur 1 barig field Lat@@ ur U@@ re@@ ma the plowman";"6.754313"
"257";"si-i3-tum nig2-ka9-ak-a hu-bi2-dam dam-gar3 in-da-gal2";"remainder of the account  against ubidam the trade agent  exists";"38 gur 1 barig food of the worktroops";"8.601695"
"258";"szunigin 1(disz) {ansze}kunga2-nita2 gesz mu-kux(DU) {d}szara2";"total 1 male mule for the yoke  delivery for ara";"total 1 dic@@ or@@ por@@ ate slave old one the foreman took in charge total 23 ac@@ workers field corporate slaves";"4.019657"
"259";"kiszib3 ur-{d}nun-gal 4(gesz2) 3(u) 5(asz) 9(disz) sila3 gur";"under seal of UrNungal  275 gur 9 sila3";"under seal of UrNungal 275 gur 9 sila3 under seal of Lugalkuzu the messenger";"51.424016"
"260";"1(disz) tug2 bar-dul5 saga 3(disz) tug2 bar-dul5 gu2-tar";"1 garment outercover good quality  3 units of outercover";"1 units of milk 1 units of milk 1 unit of cream";"7.495553"
"261";"($ blank space $) 4(disz) u4 2(u)-kam";"subtotal 4  2th day";"for his life he dedicated this to her";"2.761199"
"262";"szunigin 1(u) 6(asz) 4(barig) x x x x gur";"total 16  gur 4 barig";"together 65 gur 3 barig 9 sila3 1 56 shekels barley";"4.456883"
"263";"ARAD2 ka-guru7 mu us2-sa e2 puzur4-da-gan ba-du3";"of ARAD the silo manager  year following The house of PuzriDagan was built";"Urgigir the chief administrator son of Dudu the temple administrator";"3.696720"
"264";"kun-zi-da dub-la2-{d}utu gub-ba 2(u) gurusz u4 1(disz)-sze3";"at the reservoir of Dublautu stationed  2 male laborer workdays";"at the reservoir of the Lamma temple in service Sealed tablet of Lugalinimgina";"19.338531"
"265";"1(disz) udu niga {d}nun-x x ki USZ sagi-ta";"1 sheep grainfed for Nun from USZ the cupbearer";"1 sheep barleyfed for the dais of An 2 sheep barleyfed of 3rd grade 3 sheep barleyfed of 4th grade";"4.553719"
"266";"5(gesz2) gurusz u4 1(disz)-sze3 zar3 tab-ba ki-su7 gub-ba";"3 male laborer workdays  sheaves piled up at the threshing floor stationed";"5 workdays male laborers under seal of Abbasaga";"3.983253"
"267";"u4 7(disz)-kam ki ur-mes-ta iti pa4-u2-e";"on the 7th day from Urmes month Paue";"When he arrived at the Ebabbar the house of Utu When he arrived at the Ebabbar the house of Utu";"1.914603"
"268";"ki ur-{d}nin-tu-ta kiszib3 lu2-{d}nin-szubur mu sza-asz-szu2-ru-um{ki} a-ra2 2(disz)-kam ba-hul";"from Urnintu  sealed tablet of LuNinubur  Year arum was destroyed for the second time";"from Ur@@ ab@@ as@@ aga via ekalla under seal of Akalla year uSuen is king uSuen is king";"2.554050"
"269";"igi-3(disz)-gal2-ta iti munu4-gu7-ta iti ezem-{d}szul-gi-sze3 7(disz) gin2";"at 13 shekel each  from month Malt feast  to month Festival of ulgi 7 shekels";"its silver shall be n shekels If a vacant lot of 1 sar a man has bought its silver shall be 1 shekel";"2.167132"
"270";"ku3-bi 1(disz) ma-na ki ur-{d}szul-pa-e3-ta 3(u) sze gur";"its silver 1 mana  from Urulpae  3 gur barley";"its silver 1 mana from the year following The house of PuzriDagan was erected year after that";"21.409093"
"271";"1(barig) 3(ban2) szu-esz18-dar 1(barig) 3(ban2) lu2-giri17-zal";"1 barig 3 ban2 uedar  1 barig 3 ban2 Lugirizal";"1 barig 3 ban2 Ursaga 1 barig 3 ban2 U@@ hul@@ udu 1 barig 3 ban2 U@@ hul@@ gal";"25.347437"
"272";"3(disz) x {d}x-x 4(disz) udu {d}nin-hur-sag";"3  for   4 sheep for Ninursag";"3 mana wool for Nin@@ ku@@ zu and 2 for Nin@@ nig@@ tuku and 1 12 for Geme@@ ulgi";"2.664321"
"273";"1(u) la2 1(disz) udu u4 2(u) 8(disz)-kam";"9 rams  28th day";"1 less 1 oxen grainfed fine quality 74 oxen grainfed 2nd quality 15 he@@ ifers 2 years old grainfed";"1.012223"
"274";"mu si-mu-ru-um{ki} lu-lu-bu u3 mu ur-bi2-lum{ki}";"year Simurum Lulubu  and the year Urbilum";"year Simurum and Lulu@@ bu for the 9th time were destroyed";"8.913766"
"275";"3(u) 8(asz) ziz2 gur 3(u) 3(asz) 4(ban2) gig gur";"38 gur emmer  33 gur 4 ban wheat";"193 gur 2 ban 5 sila barley measured according to the royal standard";"3.673527"
"276";"mu {d}szu-{d}suen lugal-e na-ru2-a-mah {d}en-lil2 {d}nin-lil2-ra mu-ne-du3";"year uSuen the king erected greatstele for Enlil and Ninlil";"year uSuen the king had Great@@ barge for Enlil and Ninlil fashioned";"42.401254"
"277";"siskur2 ga gu7-sze3 giri3 a-kal-la lu2-inim-ma";"offering for milkfeeding  via Akalla man of testimony";"regular offerings for ulgi from Me@@ bar@@ ag@@ esi";"4.767707"
"278";"u4 3(disz)-kam ki na-lu5 iti masz-da3-gu7";"3rd day  from Nalu  month Gazelle feast";"3rd day from Abbasaga did Intaea";"25.575391"
"279";"GAN2 lu2-{d}szara2 ($ blank space $) 1(u) 4(disz) geme2 u4 1(disz)-sze3 a-sza3 gibil a-sza3 gu4-suhub2 u3 u2-du-lu2-saga";"land of Luara   14 workdays at the new field the Oxenboot and UduLusaga fields";"land of Luara the second sealed tablet of Lu@@ egal son of Ur@@ Utu workdays acacia cut at 1 sar per day in the A@@ uda field";"6.601618"
"280";"ki ... 2(u) 1(disz) erin2 u4 n-sze3";"from  21 labortroops for n days";"from the year The enpriest of Eridu to the year The house of ara in Umma was erected";"2.147691"
"281";"6(disz) udu 4(disz) u8 5(disz) ud5";"6 sheep 4 ewes 5 nanny goats";"6 sheep grainfed at 1 sila3 each its barley 6 gur";"7.495553"
"282";"2(u) gurusz 5(ban2)-ta 4(u) 2(disz) gurusz 4(ban2)-ta";"2 male workers 5 ban2  5 sila3 each  42 male workers 4 ban2  4 sila3 each";"2 male workers 5 ban2 5 sila3 each 42 male workers 4 ban2 4 sila3 each at Guabba";"87.818798"
"283";"tir a-du10-ga-nigin i3-dab5 1(asz) GAN2 a-bu-du10";"the Aduganiginwoods took in charge  1 acworker field Abuab";"the Mas@@ ar@@ woods took in charge 1 acworker field Ludingira son of Ur@@ lugal";"33.649324"
"284";"lugal-a-ni-sa6 3(disz) sila3 kasz 2(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Lugalanisa  3 sila3 beer 2 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"Uru accepted 3 lambs suck@@ lil@@ ng U@@ ri@@ kidu accepted the name of the king";"2.297423"
"285";"ur-{gesz}gigir-ke4 su-su-dam mu us2-sa si-ma-num2{ki} ba-hul";"by Urgigir  are to be repaid  year following Simanum was destroyed";"Ur@@ lu dedicated it this bowl to Di@@ orite";"3.817681"
"286";"sze-bi 3(u) 3(asz) 1(barig) gur a-sza3 a-ki-szah2";"its barley 33 gur 1 barig  field Akia";"its barley 3 gur 1 barig 3 ban2";"25.848658"
"287";"gi-ra-num2-sze3 ur-{d}li9-si4 maszkim 1(ban2) zi3 sig15";"for the wailing ceremony  UrLisa enforcer  1 ban2 groats";"Se@@ ated in the mountain range of the mountain of uba stones Having adorned the dais of the mountain of uba stones My lord and king in the manner of her servant";"1.159971"
"288";"guru7 a-pi4-sal4{ki}-sze3 sze zi-ga u3 sze mu-sza zi-ga";"to the silo of Apisal barley winnowed and muagrain winnowed";"seized grain from the field Bab@@ atur@@ su via Lugal@@ Nig@@ ine";"3.386499"
"289";"1(disz) masz2-gal niga bu-du-ur2 lu2 ur-szu";"1 barleyfed largegoat  from  man of Uru";"1 barleyfed fullgrown billy goat of the second grade 1 sheep";"8.295194"
"290";"a2-bi u4 4(u) 5(disz) 3(gesz2) 3(u) 6(disz) sar nig2-gul 1(u) 2(disz) sar-ta";"its labor 4u 5disz days  216 sar of pickaxing at 12 sar a day";"its labor 4 workdays 22 12 sar hoed at 3 12 sar per day its labor 63 workdays";"6.986768"
"291";"sa gu4 3(disz)-kam 1(disz) kun gu4";"tendon of 3 oxen  1 tail of ox";"tendon of 3 oxen 1 tails of oxen";"54.108227"
"292";"1(disz) udu u2 a tu5-a {d}nin-e11-e";"1 sheep grassfed cleansing of NinEe";"1 sheep grassfed cleansing of Eb@@ gal";"61.478815"
"293";"lugal-nig2-lagar-e dub-sar dumu da-da";"Lugalniglagare  scribe  son of Dada";"Lugal@@ nig@@ lag@@ are the scribe son of U@@ tu@@ esa";"13.950797"
"294";"pisan-dub-ba dub gid2-da na-ba-sa6 simug";"Basketoftablets  longtablets  Nabasa the smith";"Basketoftablets longtablets of the offerings are here";"14.535768"
"295";"dug-3(ban2)-bi 2(disz)-am3 2(barig) 1(ban2) 3(disz) 2/3(disz) sila3 i3-gesz";"its vessels of 3 ban2 2  2 barig 1 ban2 3 23 sila3 sesame oil";"very large food offerings very large food offerings he serves to him";"1.318704"
"296";"ki na-ra-am-i3-li2-ta mu-kux(DU) {d}szul-gi-mi-szar";"from Naramil  delivery  ulgimiar";"from UrE@@ ma to the debit account of Lugal@@ e@@ ban@@ sa entered under seal of UrNungal";"2.286957"
"297";"3(ban2) geme2-lugal dumu na-na-a 1(ban2) 5(disz) lu2-{d}nin-ur4-ra dumu-ni";"3 ban2 Gemelugal child of Nanaa  1 ban2 5 sila3 LuNinura her child";"3 ban2 Nin@@ ean@@ as@@ idu from returned of weavers with Ur@@ nin@@ tu";"6.285596"
"298";"2(disz) masz2-gal 1(disz) sila4 ga ba-usz2";"2 billy goats  1 suckling lamb  slaughtered";"2 bucks 1 lamb of Nig@@ ark@@ idu n sheep barleyfed 1 lamb";"4.065425"
"299";"5(ban2) 8(disz) sila3 dabin u4 8(disz)-kam";"5 ban2 8 sila3 of dabinflour  8th day";"5 ban2 8 sila3 pounded flour cut out of regular offerings bala of Er@@ rag@@ ar";"16.188614"
"300";"mu gu-za ku3 {d}en-lil2-la2 ba-dim2";"year The silver chair of Enlil was fashioned";"year The throne of Enlil was fashioned total 2";"35.494811"
"301";"e2-muhaldim-sze3 u4 4(disz)-kam ki ab-ba-sa6-ga-ta ba-zi";"for the kitchen  4th day  from Abbasagas account booked out";"for 32 days its barley 4 gur 1 barig 2 ban2";"3.747777"
"302";"giri3 ur-{d}ba-ba6 dub-sar iti ezem-an-na mu en eridu{ki} ba-hun";"via UrBaba the scribe  month Festival of An  year The enpriestess of Eridu was hired";"via Ur@@ abzu son of Lugalu@@ ur 9 gur barley";"3.026618"
"303";"lugal an-ub-da limmu2-ba na-silim dumu ur-...";"king of the four corners Nasilim son of Ur";"king of the four corners Nas@@ ilim Ur@@ ra@@ ad@@ ni son";"33.180774"
"304";"lugal an-ub-da limmu2-ba puzur4-{d}li9-si4 dub-sar";"king of the four corners PuzurLisi scribe";"king of the four corners Puzur@@ Enlil is your servant";"39.281465"
"305";"2(ban2) numun za3-hi-li 2(barig) 6(disz) sila3 ku-mul";"2 ban2 of cress seed  and 2 barig 6 sila3 kumul spice";"2 ban2 of gro@@ ats its labor 16@@ 26 23 workdays";"12.738483"
"306";"tir gar-su4-da i3-dab5 1(asz) GAN2 lugal-da-ga";"the Garsudawoods took in charge  1 acworker field Lugaldaga";"the Big@@ orchar@@ d@@ woods took in charge 1 acworker no field Inim@@ an@@ izi 1 a@@ worker no UrE@@ ma";"18.493047"
"307";"1(disz) x x {d}suen 1(u) 4(disz) udu 4(disz) masz2 x x";"1  Suen  14 sheep 4 goats";"1 and Ninlil 1 male laborer days 1 lamb for the goddess Ninlil";"3.089055"
"308";"1(disz) masz2 ga u3-tu-da u4 3(u) la2 1(disz)-kam";"1 suckling kid  newborns  it is on the 29th day of the month";"1 suckling male kid spec@@ kled 1 female kid spec@@ kled subtotal 4";"6.837203"
"309";"si gu4 2(disz)-kam mu-kux(DU) lugal-szu-nir-re unu3";"horn or 2 oxen  delivery  Lugalunire cowherd";"horn of 2 oxen delivery 3 carcasses of oxen fed to weaving female laborers";"11.359355"
"310";"x-lu2-x-x 3(disz) sila3 kasz 2(disz) sila3 ninda 2(disz) sa szum2";"for   3 sila3 beer 2 sila3 ninda 2 bundles onions";"or 3 ban vegetable oil at the market rates of his land by 1 shekel of silver";"2.286957"
"311";"a-sza3 GAN2-mah giri3 da-a-ga zar3 tab-ba szu ur3-ra";"at the field GANma  under seal of Daaga  sheaves piled up leveled";"field Bab@@ atur@@ su via Lugal@@ Nig@@ ine Ur@@ Zab@@ aba";"3.422098"
"312";"5(disz) gurusz u4 2(disz)-sze3 umma{ki}-ta kam-sal4-la{ki}-sze3 ma2 gid2-da ma2 diri-ga";"5 male laborers for 2 days  from Umma to Kamsala barge punted barge floated";"5 male laborers for 2 days from Umma to royal waterway barge punted barge floated";"72.415773"
"313";"2(u) la2 3(disz) tug2 guz-za du";"2 less 3 garments guzzaf regular quality";"2 less 3 garments gu@@ zz@@ af regular quality one garment soft 4 garments of";"19.564751"
"314";"1(disz) kasz dida 6(disz) gin2 i3";"1 pot of dida beer 6 shekels of oil";"1 jug wort beer 5 sila3 fine beer";"5.795600"
"315";"1(gesz2) 5(u) 5(disz) geme2 u4 1(disz)-sze3 kab2-ku5 {d}nin-a-zu";"115 workdays at the reservoir of Ninazu";"1 bur3 surface area at 12 each its barley 1 gur field Flash";"3.089055"
"316";"ki lu2-kal-la-ta kiszib3 lu2-me-lam2 giri3 amar-szuba3";"from Lukalla  under seal of Lumelam  via Amaruba";"from the grain account of Lugalezem 2 female laborers for 4 months 18 days";"3.377156"
"317";"dumu geme2-{d}li9-si4 3(disz) masz-tur 3(disz) geme2-{d}nin-mar{ki}";"daughter of GemeLisi  3 mana wool for Matur  and 3 for Geme2Ninmar";"daughter of Geme@@ Nar@@ ua 3 mana wool for Du@@ gal@@ al@@ bi 3 mana wool for Nin@@ sis@@ a";"15.316825"
"318";"sza3-gal udu niga sa2-du11 ki ur-e2-mah-ta";"fodder of fattened sheep regular offering  from UrEma";"fodder for the grainfed sheep labor of the troops from Girsu";"5.300157"
"319";"lugal an-ub-da limmu2-ba ba-ba-ra ... dumu lu2-{d}x-KA";"king of the four corners Babara  son of Lu";"king of the four corners Dad@@ u scribe";"45.622721"
"320";"4(gesz2) sar gi zex(SIG7)-a 2(u) sar-ta";"24 sar reeds uprooted at 2 sar a day";"4 sar hoed at 1 sar per day";"6.892168"
"321";"1(disz) gu4 ba-usz2 giri3 {d}na-ru2-a-e3 iti szu-numun";"1 ox slaughtered  via Naruae  month Sowing";"1 ram slaughtered 3rd day from Tah@@ i@@ atal";"5.669791"
"322";"szu-{d}inanna 3(disz) sila3 kasz 2(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga";"for Inanna  3 sila3 beer 2 sila3 bread 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"for u@@ ili@@ ya 1 jug of wort 2 sila3 beer 1 ban2 bread 2 shekels oil 2 shekels alkaliplant";"23.588448"
"323";"mu dumu-munus lugal-sze3 lugal an-sza-... 1(szargal){gal} 1(szar'u) 1(szar2) 1(bur3) GAN2";"year The king of Anshan married the kings daughter ulgi 3 4261 bur3 field surface";"year The high@@ priest at Eridu was installed year following The high@@ priest of Inanna with extispicy was named";"4.480836"
"324";"mur-gu4 5/6(disz)-bi 1(u) 6(asz) 3(barig) 4(ban2) 7(disz) sila3 5(disz) gin2 gur";"their fodder at 56 that of seed grain 16 gur 3 barig 4 ban2 7 sila3 5 shekels";"35 un@@ sh@@ orn female lambs 35 un@@ sh@@ orn male lambs 144 sheep";"1.067037"
"325";"2(ban2) naga si-e3 kiszib3 ur-... 1(barig) naga si-e3 ku3-bi 1(u) 2(disz) sze";"2 ban2 of horned alkaliplant  under seal of Ur  1 barig horned alkaliplant their silver 12 grains";"2 ban2 of raisins its silver 6 grains 1 ban2 of raisins its silver 6 grains";"10.569646"
"326";"2(u) 1(disz) udu-nita2 1(u) sila4 ga";"21 rams 1 suckling male lambs";"2 plowmen at 15 each subtotal 5@@ 32 household of Uru";"1.873888"
"327";"1(disz) gudu4 {d}mes-lam-ta-e3-a szunigin 3(gesz2) 8(disz) gurusz gub-ba";"1 gudupriest of Meslamtaea  Total 188 workers on hand";"1 workman the field Du@@ ig@@ i@@ iri@@ u@@ ta";"4.196115"
"328";"lu2-dingir-ra i3-dab5 iti ezem-me-ki-gal2";"Ludingira  accepted  month Festival of Mekigal";"Ludingira accepted month Festival of Mekigal year after Anan was destroyed";"46.173663"
"329";"mu hu-uh2-nu-ri{ki} ba-hul 4(disz)";"year unuri was destroyed  total 4";"year unuri was destroyed";"60.653066"
"330";"mu-kux(DU) {d}nanna-ki-ag2 szabra lugal-inim-gi-na sukkal maszkim";"delivery of Nannakiag chief household manager  Lugalinimgina messenger was enforcer";"delivery of the priest of Inanna delivery of the priest of Inanna";"6.772997"
"331";"ur-nigar{gar} ka-guru7 1(disz) sila4 zi2-na-na 1(disz) {munus}asz2-gar3 nu-ur2-i3-li2 nu-banda3";"Urnigar silo manager  1 lamb Zinana  1 female kid Nril the captain";"Urnigar the butcher 1 Lu@@ gal 1 LAK@@ 13@@ 1@@ kalam 2 lambs the 14th day";"3.458592"
"332";"sze-bi 1(u) 5(asz) 4(barig) gur a-sza3 du6-{d}ur3-bar-tab";"its barley 15 gur 4 barig  field HillockofUrbartab";"its barley 15 gur 4 barig under seal of Ur@@ Eninnu";"46.173663"
"333";"6(disz) gurusz u4 5(disz)-sze3 zi3 ma2-a si-ga";"6 workmen for 5 days  flour loaded in the barge";"6 male laborers for 5 workdays at the buil@@ der@@ house stationed";"8.054496"
"334";"szu ba-ti giri3 ARAD2 ka-guru7 iti ezem-{d}szul-gi";"received  via ARAD the chief granary officer  month Festival of ulgi";"receive via Luara LuNingirsu Gudea";"3.217409"
"335";"1(u) 2(disz) u8 4(gesz2) 2(u) 1(disz) masz2";"12 ewes 261 buck goats";"1 j@@ enny 1 fullgrown mountain goat 1 young female mountain goat";"1.693249"
"336";"1(disz) udu gir-ru-um niga 2(disz) udu eme-gi-ra nita2";"1 kirrum sheep grainfed 2 emegi rams";"1 sheep al@@ um grainfed slaughtered among the old";"6.274655"
"337";"geme2-{d}suen dam szul-gi lugal uri5{ki}-ma";"AmatSn  wife of ulgi  king of Ur";"Geme@@ ulgi the daughter of An the daughter of An";"5.522398"
"338";"6(asz) 2(ban2) gur he2-dab5 {gesz}tukul-e dab5-ba";"6 gur 2 ban2 for the captives seized by the weapons";"6 gur 2 ban2 the son of Lugal@@ nes@@ age foreman of weavers";"20.448007"
"339";"a-sza3 la2-tur lugal-ma2-gur8-re engar 1(bur3) 2(esze3) 1(iku) GAN2 1(u)-ta";"field Latur  Lugalmagure the plowman  1 bur3 2 ee3 1 iku surface area 1 each";"field Lat@@ ur 1 bur3 2 ee3 12 iku surface area at 12 each";"25.491834"
"340";"1(disz) udu la2-ia3 a-la-mu ($ blank space $) 1(u) 3(disz)";"1 sheep deficit of Alamu  total 13";"1 sheep the the 3@@ ta did UrBaba son of Lu@@ ba";"7.495553"
"341";"a. 1(disz) 1/2(disz) ninda la2 1(disz) szu-du3-a gid2";"1 12 ninda less 1 fist 13 cubit the length";"a bed board the front of a bed a bed rung";"3.747777"
"342";"sag-nig2-gur11-ra-kam sza3-bi-ta 4(u) 7(disz) gurusz u4 1(disz)-sze3";"are the debits therefrom  47 workdays male laborers";"are the debit There@@ from 1 talent 5 mana copper";"8.392230"
"343";"5(ban2) 8(disz) sila3 zi3 gazx(KUM) sa2-du11 ku5-da";"5 ban2 8 sila3 pounded flour  cut out of regular offerings";"5 ban2 8 sila3 pounded flour cut out of regular offerings bala of Er@@ rag@@ ar";"65.254526"
"344";"a2-bi u4 3(u) 7(disz) 1/3(disz)-kam kiszib3 lu2-dingir-ra";"its labor 37 13 days  sealed tablet of Ludingira";"its labor 3 days labor of hired men";"11.591199"
"345";"lugal an-ub-da limmu2-ba {d}szul-gi-sipa-kalam-ma ra2-gaba";"king of the four corners ulgisipakalama rider";"king of the four corners is your servant is your servant";"35.084397"
"346";"ki in-ta-e3-a-ta 5(disz) udu ki na-lu5-ta";"from Intaea  5 sheep from Nalu";"from month Harvest to month Dumuzi year IbbiSuen is king";"4.196115"
"347";"3(disz) ud5 niga 7(gesz2) 3(u) 1(disz) udu";"3 grainfed doe goats 451 sheep";"3 long@@ fle@@ ec@@ ed sheep Lugal@@ magure U@@ tam@@ iar@@ am responsible official";"3.377156"
"348";"4(bur3) 1(iku) 1/4(iku) GAN2 1(u)-ta sze-bi 4(u) 2(asz) 4(barig) gur";"4 bur3 1 14 iku surface area at 1 each  its barley 42 gur 4 barig";"4 bur3 1 ee3 3 14 iku field area s@@ owed with 1 gur 3 barig 1 ban2 5 sila3 each bur3 bur3 or 3 gur 2 barig 3 ban2 each its silver 4 12 shekels";"6.418920"
"349";"lu2-kal-la dub-sar dumu ur-nigar{gar} szusz3";"Lukalla  scribe  son of Urnigar cattle manager";"Lukalla scribe son of UrE@@ e cattle manager";"41.113362"
"350";"na-sa6 i3-dab5 iti ezem-{d}nin-a-zu mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul";"Nasa accepted  month Festival of Ninazu  year Simurum and Lulubu for the 9th time were destroyed";"Nasa accepted month Festival of Ninazu year Simurum and Lulu@@ bu for the 9th time were destroyed";"76.246586"
"351";"pisan-dub-ba dab5-ba udu gukkal-me mu ha-ar-szi{ki} ba-hul-ta";"Basketoftablets  seized fattailed sheep  from the year Hari was destroyed";"Basketoftablets inspections ds birth gifts for the house of Ningirsu";"4.990050"
"352";"ki-su7 du6-gub3-temen-na-ta iti diri mu {d}szu-{d}suen lugal-e na-ru2-a-mah mu-du3";"from the threshing floor Dugubtemena  month Extra  year uSuen the king Greatstele erected";"at the field M@@ ound@@ of@@ Ninursag he serves by him";"3.124720"
"353";"4(barig) 3(ban2) 2(disz) sila3 lu2-gi-na 1(u) 3(asz) 5(ban2) sze gur lugal";"4 barig 3 ban2 2 sila3 Lugina  13 gur 5 ban2 barley royal measure";"4 barig 3 ban2 2 sila3 11 13 sila3 5 shekels onions 3 shekels oil 2 shekels alkaliplant";"28.433292"
"354";"8(asz) gur szuku ha-ba-lu5 ugula e2-gal-e-si";"8 gur prebend of Habalu  foreman Egalesi";"8 gur 4 barig barley barley winnow@@ ed with a stick";"7.495553"
"355";"a2 u4-du8-a geme2 ba-usz2-a sag-nig2-gur11-ra-kam sza3-bi-ta";"labor of the free days of the deceased female laborer  It is the debit  Therefrom";"labor of free days total 12@@ 7@@ 58 56 workdays";"7.198552"
"356";"ur-e2-mah engar 1(u) 5(asz) gur ur-{d}szul-pa-e3";"Urema the plowman  15 gur Urulpae";"the remainder 1 talents of wool the first time";"4.767707"
"357";"szu-gid2 iti u4 2(u) 1(disz) ba-zal";"for exstispicy  of the month the 21st day passed";"ug@@ id for the kitchen 26th day from the account of Nasa booked out";"4.246549"
"358";"{d}utu-ma-an-szum2 5(disz) sila3 kasz 5(disz) sila3 ninda 2(disz) sa szum2";"for Utumanum  5 sila3 beer 5 sila3 bread 2 bundles onions";"The nur@@ se@@ maid is covering the street with lamentation My garment is torn away as long as I am wearing one touched my feet as long as I was bent over";"0.579986"
"359";"1(bur3) GAN2 1(u) 2(disz)-ta sze-bi 1(u) gur";"1 bur3 surface area at 12 each  its barley 1 gur";"1 bur3 surface area at 12 each its barley 1 gur field Flash";"82.423675"
"360";"4(disz) erin2 2(ban2)-ta u4 2(u)-sze3 sze-bi 1(u) 3(barig) 2(ban2) gur";"4 labortroops at 2 ban2 each for 2 days its barley 1 gur 3 barig 2 ban2";"4 chief accountant 4 chief surveyor 4 silo manager 1 barig 2 ban2 5 sila3 pre@@ bend of Luara 4 ( iku field area 6 gur pre@@ bend of Luara 1 14 iku field area 3 ( UrLamma";"4.458467"
"361";"2(gesz2) 1(u) 4(asz) gur ku3-bi 2(disz) 1/2(disz) ma-na 7(disz) 1/2(disz) gin2";"134 gur  its silver 2 12 mana 7 12 shekels";"2 bur3 1 ee3 4 14 iku surface area at 1 less 2 each their seed grain 6 gur 2 barig";"2.159701"
"362";"1(disz) ur-sukkal dumu-ni tir zabala3{ki} i3-dab5";"1 diworker Ursukkal his son  the Zabalawoods took in charge";"1 Ur@@ sukkal from the frontier 1 Ludingira";"5.114599"
"363";"1(disz) ur-{d}szul-pa-e3 szu ba-ti-esz2 iti bara2-za3-gar";"and 1 UrSulpae  receive  month barazagar";"1 Urulpae the door@@ keeper foreman Mes@@ ni 1 Ur@@ Itaran";"3.747777"
"364";"1(disz) az u4 1(u) 4(disz)-kam ki ab-ba-sa6-ga-ta";"1 bear  14th day  from Abbasaga";"1 bear cub from UrSuen the kings son delivery";"10.552670"
"365";"3(u) sze gur a2-bi 1(gesz'u) 5(gesz2) u4 1(disz)-sze3";"3 gur barley  the labor 9 workdays";"3 gur barley rations Uru@@ zi@@ an@@ dul 3 ARADmu scribe";"13.950797"
"366";"1(u) 9(disz) gin2 ku3-babbar im 5(disz)-kam";"19 shekels silver 5th tablet";"19 female sh@@ ear@@ lings 9@@ 76 rams";"5.522398"
